,publishedAt,title,words,description,url,primaryCategory
13,2020-07-13T04:42:00.000Z,"Japanese Residents Have Cash to Spare, But is it Going into Crypto?",316,"The Bank of Japan reported the supply of money stock in circulation increased 6% in June following the receipt of economic relief payments.
Investors in Japan increased their crypto holdings during the early stages of the pandemic before the government issued economic relief payments. 
According to…",https://cryptocontrol.io/r/api/article/5f0bf22c0b40f10019081a19?ref=5f0df53922ee0f001886f52c,General
14,2020-07-13T03:04:32.000Z,Ripple Price Pivotal At $0.20 As Reversal To $0.19 Lingers,307,Ripple continues to narrow down at $0.20 after multiple rejections at the descending trendline. XRP/USD poised for declines targeting $0.19 as observed with the deteriorating technical picture. Ripple (XRP) is slowly easing into consolidation after hitting a wall at $0.21 in last week’s impeccable…,https://cryptocontrol.io/r/api/article/5f0bdbbe0b40f10019075eb5?ref=5f0df53922ee0f001886f52c,Analysis
15,2020-07-12T23:55:02.000Z,XRP Price Analysis: Buyers Bolster XRP/USD Upside Bias Past $0.20 Following Ripple Extension of XRP Payment Worldwide,492,"XRP has been rising from bear market levels after months of weakness relative to the rest of the crypto market. The now fourth-ranked cryptocurrency is up over 12 percent against USD in the prior week already. At the high, on the dollar-based pair, the asset was up 20 percent. Since declining to a…",https://cryptocontrol.io/r/api/article/5f0bb99a0b40f10019066b0a?ref=5f0df53922ee0f001886f52c,Analysis
16,2020-07-12T15:30:54.000Z,Why Ripple founder is building a surveillance network in San Francisco,387,Chris Larsen is funding a $4 million surveillance system for the city.,https://cryptocontrol.io/r/api/article/5f0b3a410b40f10019024e54?ref=5f0df53922ee0f001886f52c,General
17,2020-07-12T15:00:12.000Z,Top Web Hosting Services That Accept Payments in Cryptocurrencies,960,"If you are thinking of launching a site, either for blogging or eCommerce, you first need to rent a server from an online web hosting service. As a cryptocurrency owner, you might be thinking of using your cryptocurrencies to pay for your hosting services or to remain anonymous online. Either way,…",https://cryptocontrol.io/r/api/article/5f0b2a300b40f1001901cb9b?ref=5f0df53922ee0f001886f52c,Government
18,2020-07-12T15:00:12.000Z,Top Web Hosting Services That Accept Payments in Cryptocurrencies,960,"If you are thinking of launching a site, either for blogging or eCommerce, you first need to rent a server from an online web hosting service. As a cryptocurrency owner, you might be thinking of using your cryptocurrencies to pay for your hosting services or to remain anonymous online. Either way,…",https://cryptocontrol.io/r/api/article/5f0bc3720b40f1001906a4da?ref=5f0df53922ee0f001886f52c,Government
19,2020-07-12T14:40:12.000Z,Ripple payment platform to expand into new countries,308,"Brazilian banking giants, Banco Santander operating Ripple payment platform in over 19 countries, are set to expand into other countries.1 This is according to Ed Metzger, chief technology officer for One Pay FX, who said clients also feel more comfortable using the new service. The international…",https://cryptocontrol.io/r/api/article/5f0b21680b40f100190174db?ref=5f0df53922ee0f001886f52c,General
20,2020-07-12T10:36:11.000Z,"Central Bank Digital Currency is the Need of the Hour, but Privacy is the major...",372,"Central bank digital currency (CBDC) is the future of finance that may replace cash soon. But before it applies on a mass level, its pros and cons are being discussed in the fintech world. User privacy is the topmost issue related to CBDC’s implementation. The need for digital currency has been felt…",https://cryptocontrol.io/r/api/article/5f0b0e6f0b40f1001900cb82?ref=5f0df53922ee0f001886f52c,Exchanges
21,2020-07-12T08:18:49.000Z,Cardano (ADA) founder Charles Hoskinson blasts YouTube over crypto scams,584,"Cryptocurrency scams are a recurring aspect of the market.
",https://cryptocontrol.io/r/api/article/5f0ad2060b40f10019ff02d5?ref=5f0df53922ee0f001886f52c,ICO
22,2020-07-12T07:33:08.000Z,"Due to COVID-19, Bitcoin Holdings in Japanese Exchanges Have Witnessed a Sharp...",391,"In Japan, the popularity of digital assets has increased in recent some months. The new report shows that digital assets holdings on the part of investors have been jumped to an unprecedented level since the onset of the Coronavirus pandemic. Japan Virtual and Crypto Assets Exchange Association has…",https://cryptocontrol.io/r/api/article/5f0abdfb0b40f10019fe7b02?ref=5f0df53922ee0f001886f52c,Exchanges
23,2020-07-11T23:00:37.000Z,XRP Rally Risks Strong Retracement in Pivotal Battle With Bitcoin,497,"After years of underperformance compared to the rest of the crypto market, XRP has been pumping from bear market lows. But just as the altcoin reaches a key level on its Bitcoin trading pair, an ominous sell signal has triggered.  Will the recent rally in Ripple fully retrace as pumps have in the…",https://cryptocontrol.io/r/api/article/5f0a51440b40f10019fb2268?ref=5f0df53922ee0f001886f52c,Analysis
24,2020-07-11T22:00:31.000Z,"Last Time This Signal Appeared, XRP Dove 35% Against Bitcoin. It’s Back",518,"Like other altcoins, XRP has rallied against Bitcoin over the past few days. While the leading cryptocurrency has stalled in the low-$9,000s, XRP has begun to push past the psychological resistance of $0.20. Even after BTC retraced by 3% from its local highs, the altcoin remains above $0.20. Some…",https://cryptocontrol.io/r/api/article/5f0a391d0b40f10019fa7240?ref=5f0df53922ee0f001886f52c,Analysis
25,2020-07-11T21:38:54.000Z,Bitcoin Holdings Explode In Japanese Exhanges Since COVID Outbreak,378,"The Bitcoin, Ripple and Ethereum holdings in Japanese exchanges have surged since March, since the global outbreak of the Coronavirus.
",https://cryptocontrol.io/r/api/article/5f0a3a5f0b40f10019fa7b48?ref=5f0df53922ee0f001886f52c,General
26,2020-07-11T20:38:44.000Z,Binance CEO CZ Reacts After Appearing in Latest YouTube Bitcoin Giveaway Scam,556,"Over the past few weeks, YouTube cryptocurrency giveaway scams have been gaining popularity for their increased fraudulent ads where crypto CEOs and Founders have been impersonated, and their identity used to defraud unsuspecting YouTube viewers of millions of cryptocurrencies. Cryptocurrency…",https://cryptocontrol.io/r/api/article/5f0a3a930b40f10019fa7b62?ref=5f0df53922ee0f001886f52c,General
27,2020-07-11T17:11:28.000Z,Ripple Price Prediction: XRP/USD Faces Down After the Price Hit $0.206 Level,356,"XRP Price Analysis – July 10 The Ripple (XRP) bulls hit resistance at $0.205, but the price may likely bounce back if the $0.200 could [...]
",https://cryptocontrol.io/r/api/article/5f09f3190b40f10019f814f6?ref=5f0df53922ee0f001886f52c,Analysis
28,2020-07-11T16:30:55.000Z,‘Fiat and Money Printing’ Street Mural Earns $500 in Bitcoin Donations in Five Days,2037,"A Parisian street artist is receiving hundreds of dollars every day in bitcoin donations from his painting that speaks about “fiat and money printing.” Pascal Boyart’s latest mural, “Confessions of a Red Jester”, is a modern interpretation of the 1862 painting “Stańczyk” by Polish romanticist…",https://cryptocontrol.io/r/api/article/5f09f72b0b40f10019f844d7?ref=5f0df53922ee0f001886f52c,General
29,2020-07-11T10:55:07.000Z,Bitcoin Prize For Winners Of South Africa Mountain Bike Race,2069,About 150 mountain bikers will compete at this year’s edition of the Munga MTB race in South Africa. The race will commence in the first week of December. The top three finishers in each category will share the 1.5 bitcoin in prize money. The Bitstamp sponsored race was launched in 2015. Bikers from…,https://cryptocontrol.io/r/api/article/5f09b0e90b40f10019f5c379?ref=5f0df53922ee0f001886f52c,General
30,2020-07-11T09:45:08.000Z,Santander’s Customers Forced Us into Finding Ripple – One Pay FX CTO,462,"Nothing less than half of Banco Santander’s global remittance service that’s being offered to 140 million global commercial and retail customers can now be handled by Ripple-based One Pay Fx as the digital application expands to 19 countries. One Pay FX Chief Technology Officer, Ed Metzger, said…",https://cryptocontrol.io/r/api/article/5f098eeb0b40f10019f4d41a?ref=5f0df53922ee0f001886f52c,Blockchain
31,2020-07-11T06:47:01.000Z,Santander Plans To Expand Use Of Ripple Payments Platform,325,"Ripple has been seeing a lot of success this year despite the global crisis in the middle of which we are due to the pandemic. The firm is making big efforts to boost the XRP ecosystem and also to push the mass adoption for the digital asset. Santander plans to expand It’s been revealed that …
",https://cryptocontrol.io/r/api/article/5f0977900b40f10019f42578?ref=5f0df53922ee0f001886f52c,Exchanges
32,2020-07-11T00:00:47.000Z,"Crypto Tidbits: TikTok’s Dogecoin Craze, Coinbase on Stock Markets, Bitcoin Holds $9k",734,"Another week, another round of Crypto Tidbits. After over a week of ranging, Bitcoin attempted to break higher this week. The flagship cryptocurrency moved from the weekend lows of $8,900 to a weekly high of $9,470 on major exchanges. The move has since been reversed, with BTC trading at $9,200 as…",https://cryptocontrol.io/r/api/article/5f0904620b40f10019f09d9f?ref=5f0df53922ee0f001886f52c,General
33,2020-07-10T23:02:44.000Z,"Despite Bitcoin Lacklustre Performance, Stellar (XLM) Surges Past $0.095 Setting Yearly High but This Anomaly Surfaces",423,"Stellar’s native cryptocurrency, Lumens (XLM) in the prior week had traded around $0.065 where it had been held tight within a consolidation bout. In a bull streak, XLM rose to set fresh highs of $0.098 last Thursday. This rally saw Stellar (XLM) bullish momentum it incurred in the last few days and…",https://cryptocontrol.io/r/api/article/5f08fc5a0b40f10019f05d7b?ref=5f0df53922ee0f001886f52c,General
34,2020-07-10T20:09:11.000Z,XRP News Today: Ripple Cofounder Gets Thousand Cameras Installed Around San Francisco Streets,201,"The co-founder and executive chairman of Ripple, Chris Larsen is spending his treasure on installing
",https://cryptocontrol.io/r/api/article/5f08cf8d0b40f10019ef022d?ref=5f0df53922ee0f001886f52c,Analysis
35,2020-07-10T19:43:29.000Z,Banco Santander to Expand Ripple’s Reach Further Than Current Presence In 19 Countries ,199,"The multinational Spanish bank, Banco Santander, has successfully implemented Ripple payments in 19 countries across the world. The bank plans to expand the services to more countries. In 2018, Santander launched One Pay FX, a blockchain-driven solution for international payments, in partnership…",https://cryptocontrol.io/r/api/article/5f08ca800b40f10019eedb26?ref=5f0df53922ee0f001886f52c,General
36,2020-07-10T19:02:34.000Z,Santander Expands One Pay FX to 19 Countries With Ripple,388,"Santander has expanded its One Pay FX app, the transformative cross-border payments solution, to 19 countries in a partnership with Ripple. Spanish multinational commercial bank Banco Santander has partnered with Ripple to facilitate speedy and transparent cross-border transactions. The Ripple-based…",https://cryptocontrol.io/r/api/article/5f08c9a40b40f10019eed875?ref=5f0df53922ee0f001886f52c,ICO
37,2020-07-10T18:00:00.000Z,"Bitcoin, Ethereum & Co Have Plenty of Room Left to Take Over TikTok",639,"Though TikTokers found one coin to pump, it looks like cryptoassets haven't taken over the major video-sharing social networking service yet. The creators of crypto TikToks (CrypToks, if you will) are few, and videos on the topic are relatively scarce. The power of TitTokers to affect the current…",https://cryptocontrol.io/r/api/article/5f08b5200b40f10019ee2dbd?ref=5f0df53922ee0f001886f52c,General
38,2020-07-10T16:56:53.000Z,July Opens With Dull BTC Price Action Despite Stocks ATH: The Crypto Weekly Market Update,722,"It’s safe to say that July has been relatively dull for Bitcoin when it comes to price action. The major cryptocurrency spent the last week trading in a range between $9,100 and $9,400 without any major fluctuations. It’s also worth noting that legacy markets and Bitcoin’s price remain aggressively…",https://cryptocontrol.io/r/api/article/5f08b5bb0b40f10019ee3069?ref=5f0df53922ee0f001886f52c,Analysis
39,2020-07-10T16:27:00.000Z,One of Ripple’s Co-Founders Is Spending a Fortune Installing Cameras in San Francisco,329,"Chris Larsen funded a massive surveillance camera network across San Francisco’s streets as an “alternative” urban security system.
Crypto mogul and Ripple co-founder, Chris Larsen, paid over $4 million to install 1,000 high-definition cameras on the streets of San Francisco. He claims his goal is…",https://cryptocontrol.io/r/api/article/5f089f870b40f10019ed6d02?ref=5f0df53922ee0f001886f52c,General
40,2020-07-10T16:14:07.000Z,Ripple (XRP) Price Rally Not able to Work Past $0.20 Ranges Everyone Walking China Crawling,431,"Catch up on the latest crypto market news at The Currency Analytics.
XRP has been losing steam and the investors report that they are tired of holding their bags to see the…
",https://cryptocontrol.io/r/api/article/5f089a410b40f10019ed3cb4?ref=5f0df53922ee0f001886f52c,Analysis
41,2020-07-10T15:16:26.000Z,Ripple CTO David Schwartz Criticizes Bitcoin For Not Being Eco-Friendly Like XRP,566,"Ripple CTO David Schwartz criticized Bitcoin in a new blog post that claims XRP’s consensus mechanism is more environmental-friendly than BTC’s proof-of-work (POW), which ‘consumes a lot of energy and ultimately harms the environment’. XRP, Ripple posited, is a cryptocurrency created with…",https://cryptocontrol.io/r/api/article/5f0886fb0b40f10019ec8524?ref=5f0df53922ee0f001886f52c,Analysis
42,2020-07-10T14:52:38.000Z,"Crypto Price Analysis & Overview July 10: Bitcoin, Ethereum, Ripple, Cardano,and Doge",1257,"Bitcoin Bitcoin saw a small 1% increase this week as it continued to trade sideways within the confines of a symmetrical triangle pattern. BTC has been trapped within this triangle since the start of June 2020, and a breakout will dictate the next direction. Looking ahead, if the buyers can rebound…",https://cryptocontrol.io/r/api/article/5f0881240b40f10019ec547e?ref=5f0df53922ee0f001886f52c,Analysis
43,2020-07-10T11:16:45.000Z,Spain’s Multinational Bank to offer Global Payments in 19 more Countries by using Ripple’s Payment...,385,"The multinational bank Banco Santander of Spain has decided to expand its global payments services to further 19 countries. Based on the customers’ demand and growth, the bank will employ blockchain technology to offer clients a safe, cheap, and transparent way of cross-border payments with the help…",https://cryptocontrol.io/r/api/article/5f084e860b40f10019ea9cd7?ref=5f0df53922ee0f001886f52c,General
44,2020-07-10T10:00:03.000Z,"Litecoin, EOS, BAT Price Analysis: 10 July",488,"Bitcoin's brief foray above its immediate resistance failed. Again. As always, the king coin's movement down the charts had a ripple effect across the altcoin market, with other cryptos like Litecoin,
",https://cryptocontrol.io/r/api/article/5f08437f0b40f10019ea59d3?ref=5f0df53922ee0f001886f52c,Analysis
45,2020-07-10T10:00:00.000Z,Crypto 'Giveaway' Scams Continue to Flourish on YouTube - CoinDesk,269,"Cryptocurrency scams continue to appear on YouTube, misusing content from influential people in the space and stealing from the gullible.
",https://cryptocontrol.io/r/api/article/5f083f130b40f10019ea324a?ref=5f0df53922ee0f001886f52c,ICO
46,2020-07-10T09:55:35.000Z,Ripple Price Plunges By 5% As Prices Slip Below $0.2,391,"The price of XRP took a U-turn yesterday after initiating a bearish price movement which sent its price crashing below the $0.2 level. Although the top cryptocurrency is still up by around 11% on a weekly price chart, it appears the gains of the week will soon be erased by an actively forming strong…",https://cryptocontrol.io/r/api/article/5f0849d50b40f10019ea6cf2?ref=5f0df53922ee0f001886f52c,General
47,2020-07-10T07:48:29.000Z,Banco Santander in Partnership with Ripple Expands Its Cross-Border...,523,Banco Santander is working to expand its One Pay FX international payments to 19 more countries and to do it the bank is working with Ripple.,https://cryptocontrol.io/r/api/article/5f0823960b40f10019e974d6?ref=5f0df53922ee0f001886f52c,General
