,publishedAt,title,words,description,url,primaryCategory
14,2020-07-12T21:04:43.000Z,"On-Chain Data Reveals the Key Reason Behind Cardano (ADA), Kyber Network (KNC), Zilliqa (ZIL) Explosive Bull Run, Here’s More to Expect",643,"Altcoins, the general name for alternative cryptocurrencies apart from Bitcoin have been in the spotlight in the last few weeks. Since many crypto assets in this category have embarked on insanely parabolic uptrends while Bitcoin, the ring leader of the crypto market remained stuck in its…",https://cryptocontrol.io/r/api/article/5f0b818e0b40f1001904a708?ref=5f0df53922ee0f001886f52c,Blockchain
15,2020-07-13T16:12:45.000Z,Bitcoin could fall behind Ethereum due to DeFi,422,Some analysts have speculated on whether Ethereum will start to overtake Bitcoin due to the emerging DeFi market,https://cryptocontrol.io/r/api/article/5f0c8fb60b40f100190d2eb5?ref=5f0df53922ee0f001886f52c,General
16,2020-07-13T15:39:00.000Z,SEC and CFTC Fine Crypto Investment App for Offering Synthetic Assets,360,"U.S. regulators team up to fine and halt a crypto portfolio app offering synthetic exposure to traditional assets, which was not offered to U.S. investors.
The Securities and Exchange Commission and Commodity Futures Trading Commission issued a joint fine to Abra, a crypto portfolio app that let…",https://cryptocontrol.io/r/api/article/5f0c8f5c0b40f100190d258f?ref=5f0df53922ee0f001886f52c,Exchanges
17,2020-07-12T20:26:42.000Z,Crypto Regulation has now Become Necessary Thing for Crypto Adoption and...,499,"Cryptocurrency has been in the finance world for ten years, and during this period, crypto assets have gained attention from finance giants as well as institutional investors. After ten years of its creation, the governments have now taken serious notice of cryptocurrency regulation. Due to the…",https://cryptocontrol.io/r/api/article/5f0c22be0b40f100190989d4?ref=5f0df53922ee0f001886f52c,General
18,2020-07-13T21:36:06.000Z,"Black wealth must ‘exit to Bitcoin,’ says author Isaiah Jackson",459,"Isaiah Jackson joins the Decrypt Daily podcast to explain how Bitcoin can benefit the black community and help create leverage against the current US financial system.
",https://cryptocontrol.io/r/api/article/5f0cd8c90b40f100190f70dd?ref=5f0df53922ee0f001886f52c,General
19,2020-07-13T21:16:11.000Z,"Rolls-Royce, Gucci-flaunting scammers caught after FBI analyzes Bitcoin trail",546,"Two Nigerian scammers were held last week after hatching an elaborate fraud to steal “$435 million around the world” using illicit emails, luxury brand showoffs, and Bitcoin.
",https://cryptocontrol.io/r/api/article/5f0cd4240b40f100190f4750?ref=5f0df53922ee0f001886f52c,General
20,2020-07-13T21:05:03.000Z,Ethereum tokens are now more valuable than ETH itself,459,"The BUIDL philosophy appears to be working, as the combined market cap of ERC20 tokens built on Ethereum has surpassed the network’s native ETH.
",https://cryptocontrol.io/r/api/article/5f0cd8cc0b40f100190f70de?ref=5f0df53922ee0f001886f52c,ICO
21,2020-07-13T21:00:16.000Z,Bitcoin SV short-term price analysis: 13 July,396,"Bitcoin SV, the persistent hardfork of a hardfork of Bitcoin has now become a mainstay in the top-10 coins in the cryptocurrency market. Currently placed on the eighth spot with a market capitalizatio
",https://cryptocontrol.io/r/api/article/5f0cd3e70b40f100190f472d?ref=5f0df53922ee0f001886f52c,Analysis
22,2020-07-13T20:49:17.000Z,"Tuur Demeester, Others Predict Bullish Shift in Bitcoin Outlook",226,"Four crypto advocates believe Bitcoin will have a bullish outlook in the coming years. Top crypto influencers Nic Carter, Tuur Demeester, Robert Breedlove & Alex Leishman held a Zoom meeting on July 10 to address the current state of Bitcoin and the global economy. The discussion was Peter…",https://cryptocontrol.io/r/api/article/5f0cd8390b40f100190f70be?ref=5f0df53922ee0f001886f52c,General
23,2020-07-13T20:16:00.000Z,South Korea Could Issue a Crypto Capital Gains Tax as High as 20%,279,"Crypto taxation in South Korea could increase to 20% for capital gains.
South Korean private sector members recently discussed a crypto-related taxation bill meant to establish capital gains tax for cryptocurrencies. During these discussions on July 13, members indicated crypto gains taxes could…",https://cryptocontrol.io/r/api/article/5f0cc5460b40f100190eefee?ref=5f0df53922ee0f001886f52c,Exchanges
24,2020-07-13T19:50:55.000Z,"Bitcoin Difficulty Touches All-Time High, 120 Exahash of Hashpower Remains Strong",2582,"The network difficulty for the Bitcoin network spiked over 9.8% on Monday bringing the difficulty to its highest point ever. The record high of 17.35 trillion makes it much harder for bitcoin miners to profit. However, the overall Bitcoin network hashrate has remained consistently above the 120…",https://cryptocontrol.io/r/api/article/5f0cc5d80b40f100190ef030?ref=5f0df53922ee0f001886f52c,General
25,2020-07-13T20:07:07.000Z,China’s Digital Currency Trial Prompts G20 Nations to Think CBDCs,403,"The G20, an international forum formed by the governments and central banks of 19 nations and the European Union in September 1999, has revealed plans to integrate digital currencies into its operations. If all goes as planned, the G20 could roll out its CBDC project before the end of the year,…",https://cryptocontrol.io/r/api/article/5f0cd4a70b40f100190f49f7?ref=5f0df53922ee0f001886f52c,General
26,2020-07-13T20:01:31.000Z,Investing in Bitcoin might mean increased downside risk,452,"Bitcoin's dramatic fall in the month of March elated many who were critical of the king coin's store-of-value and safe-haven characteristics. In fact, a recent paper highlighted the same, while also s
",https://cryptocontrol.io/r/api/article/5f0cd3ef0b40f100190f4740?ref=5f0df53922ee0f001886f52c,General
27,2020-07-13T19:53:00.000Z,Crypto Scams Reach New Heights in 2020 With $24M Stolen So Far,319,"Whale Alert alleges that crypto scams are skyrocketing in 2020 compared to statistics from 2017.
Blockchain tracking and analytics platform, Whale Alert, revealed that over the past four years, scammers have stolen over $38 million worth of Bitcoin ( BTC ).
New heights could be reached at the end of…",https://cryptocontrol.io/r/api/article/5f0cc5500b40f100190eeff0?ref=5f0df53922ee0f001886f52c,General
28,2020-07-13T19:35:08.000Z,Bancor Announces Enjin Coin (ENJ) as a Bancor V2 Launch Pool,456,"On-chain liquidity protocol Bancor today announced Enjin’s native digital token, the Enjin Coin (ENJ), as a Bancor V2 launch pool. Holding ENJ to Provide Liquidity and Earn Rewards Slated to release this month, Bancor V2 is the second major version of liquidity provider Bancor. In an announcement…",https://cryptocontrol.io/r/api/article/5f0cb9370b40f100190e9aa5?ref=5f0df53922ee0f001886f52c,Government
29,2020-07-13T19:15:36.000Z,Chainlink (LINK) Price Printed a Rally of Over 30% to Reach New All-Time...,377,"Where the leading digital asset Bitcoin is struggling for a bullish rally, the altcoin Chainlink has recorded an outshining performance in the span of the last twenty-four hours which led the coin to enroll itself in the list of top ten cryptocurrencies by market capitalization but only for a…",https://cryptocontrol.io/r/api/article/5f0cc4b00b40f100190eefaa?ref=5f0df53922ee0f001886f52c,Analysis
30,2020-07-13T19:22:51.000Z,Bitcoin Long Term Bullish Signal Confirms; Adoption is the Major...,448,"The market sentiments for Bitcoin seem bullish as the price is closed to $9,300. Prominent names and analysts have commented positively on the leading digital asset. Keith McCullough, the head of Hedgeye, said that Bitcoin is on the bullish trend and volatility is at a low position. He tweeted:…",https://cryptocontrol.io/r/api/article/5f0cc4a80b40f100190eef95?ref=5f0df53922ee0f001886f52c,General
31,2020-07-13T18:47:05.000Z,Number Of Bitcoin Whales Is Declining — And It Could Be A Bullish Indicator. Here’s Why,377,"As we know, Bitcoin has been trading sideways for practically the last three months now and continues being flat despite small spikes here and there. Now it’s important to look at other metrics besides technical analysis tools and indicators. Fundamental metrics play a huge role in the development…",https://cryptocontrol.io/r/api/article/5f0cac920b40f100190e3064?ref=5f0df53922ee0f001886f52c,Exchanges
32,2020-07-13T19:15:28.000Z,"Cryptocurrency News Roundup for July 13, 2020",495,"Bitcoin started the week relatively stable with the BTC/USD pair trading sideways in between $9,200 and $9,300. Furthermore, the alpha crypto ended the last week in the green following a four-week long losing streak, which was its worst performance on that front since last November. While there’s no…",https://cryptocontrol.io/r/api/article/5f0cbcdf0b40f100190ea655?ref=5f0df53922ee0f001886f52c,General
33,2020-07-13T19:08:59.000Z,Vulgar Crypto Index (Rhymes With 'Bitcoin') Hits All-Time High - CoinDesk,275,"A novel index of 50 low-capitalization cryptocurrencies made new all-time highs as it continues to outperform bitcoin.
",https://cryptocontrol.io/r/api/article/5f0cc50e0b40f100190eefcd?ref=5f0df53922ee0f001886f52c,General
34,2020-07-13T19:00:37.000Z,Ethereum long-term price analysis: 13 July,361,"Taking a leaf from the Bitcoin playbook, Ethereum, the largest altcoin in the market has been playing stable. Since the end of May, the latter has been trading sideways, going through Q2 2020 riding a
",https://cryptocontrol.io/r/api/article/5f0cb87d0b40f100190e8cc5?ref=5f0df53922ee0f001886f52c,Analysis
35,2020-07-13T19:10:17.000Z,Nigeria Welcomes Its First Bitcoin ATM Courtesy Of Blockstale,434,"Nigeria has gotten its first Bitcoin Automated Teller Machine (ATM), thanks to blockchain software and hardware development firm Blockstale. Daniel Adekunle, the CEO of Blockstale, explains that the purpose of the BATM is to make the exchange between Naira and Bitcoin easier. The new ATM, which is…",https://cryptocontrol.io/r/api/article/5f0cc0a70b40f100190ecd6e?ref=5f0df53922ee0f001886f52c,General
36,2020-07-13T18:59:13.000Z,"700,000 hotels to accept bitcoin as Expedia and Travala become partners",146,"Travala, an online travel booking platform, has partnered with Expedia, allowing users to pay with bitcoin and a number of altcoins. From now, Travala users can choose from more than 700,000 Expedia Group hotels and accommodations and pay with 30+ cryptocurrencies, including BTC and ETH. “Our aim is…",https://cryptocontrol.io/r/api/article/5f0cbfc80b40f100190ecd5e?ref=5f0df53922ee0f001886f52c,General
37,2020-07-13T18:38:03.000Z,Has Ethereum Defi-ance Checkmated SEC?,1835,"The curtailment of freedoms in the United States over the past two decades through revolving doors corruption has been made clear once more to this space by the Securities and...
",https://cryptocontrol.io/r/api/article/5f0cab130b40f100190e274c?ref=5f0df53922ee0f001886f52c,General
38,2020-07-13T17:56:04.000Z,Cardano and Tezos Face Stiff Resistance Ahead of Their Ascent,1081,"Cardano and Tezos posted impressive gains over the last few weeks, but stiff resistance could pose problems for their ascent. Cardano Might Hit a Wall One of the so-called “Ethereum...
",https://cryptocontrol.io/r/api/article/5f0ca3000b40f100190dd8ec?ref=5f0df53922ee0f001886f52c,General
39,2020-07-13T18:34:34.000Z,"Zcash Surges 25%, Get Ready for a Nosedive",728,"After making 25% gains this past week, Zcash could suffer a nosedive when bullish social media chatter around the project subsides. Zcash Holders Grow Optimistic Zcash has been on a...
",https://cryptocontrol.io/r/api/article/5f0cbe6c0b40f100190ebd1d?ref=5f0df53922ee0f001886f52c,General
40,2020-07-13T18:37:36.000Z,Google Searches for Chainlink Hits High as Link Token Rallies - CoinDesk,647,"Have you googled Chainlink lately? You're far from the only one, according to new data.",https://cryptocontrol.io/r/api/article/5f0cc5210b40f100190eefdd?ref=5f0df53922ee0f001886f52c,ICO
41,2020-07-13T18:30:21.000Z,The Bitcoin Dominance Rate Could Rally Before Dropping,229,"The Bitcoin Dominance Rate (BTCD) has been decreasing at an accelerated rate since the beginning of July. The decrease should continue until the rate reaches the closest support area at 62.5%. Current Support At the beginning of July, the BTCD broke down from a rising support line that had…",https://cryptocontrol.io/r/api/article/5f0cbce50b40f100190ea665?ref=5f0df53922ee0f001886f52c,Analysis
42,2020-07-13T18:00:10.000Z,"As Chainlink Surges 100% in 3 Weeks, Crypto Fund Explains Its LINK Position",450,"Chainlink is up by 100 percent in just three weeks, crossing Litecoin as the eighth-largest cryptocurrency by market cap on Monday. Buoyed by dApps, Oracles Several fundamental factors provide insights into how Chainlink returned 100 percent to investors in three weeks from June 20.  Widespread…",https://cryptocontrol.io/r/api/article/5f0cb93d0b40f100190e9ab9?ref=5f0df53922ee0f001886f52c,General
