,publishedAt,title,words,description,url,primaryCategory
24,2020-07-13T20:49:17.000Z,"Tuur Demeester, Others Predict Bullish Shift in Bitcoin Outlook",226,"Four crypto advocates believe Bitcoin will have a bullish outlook in the coming years. Top crypto influencers Nic Carter, Tuur Demeester, Robert Breedlove & Alex Leishman held a Zoom meeting on July 10 to address the current state of Bitcoin and the global economy. The discussion was Peter…",https://cryptocontrol.io/r/api/article/5f0cd8390b40f100190f70be?ref=5f0df53922ee0f001886f52c,General
25,2020-07-13T11:45:48.000Z,Chinese police bust crypto scam seizes $15 million in crypto.,376,"According to local press reports, the Ministry of Public Security said ten individuals had been arrested, and over $15 million have been seized from a crypto scam that sold counterfeit tokens. Arrests were made in the city of Wenzhou in connection with the crypto scheme. The crypto scam is thought…",https://cryptocontrol.io/r/api/article/5f0c4e910b40f100190ad1d0?ref=5f0df53922ee0f001886f52c,General
26,2020-07-13T20:16:00.000Z,South Korea Could Issue a Crypto Capital Gains Tax as High as 20%,279,"Crypto taxation in South Korea could increase to 20% for capital gains.
South Korean private sector members recently discussed a crypto-related taxation bill meant to establish capital gains tax for cryptocurrencies. During these discussions on July 13, members indicated crypto gains taxes could…",https://cryptocontrol.io/r/api/article/5f0cc5460b40f100190eefee?ref=5f0df53922ee0f001886f52c,Exchanges
27,2020-07-13T20:00:12.000Z,It’s Now Or Never For XRP As Technical Indicators Highlight Pivotal Moment,375,"XRP, the fourth-ranked cryptocurrency in the space, has been among the industry’s worst performers. Yet investors in the asset still hold out hope for a repeat of the massive pumps Ripple is known for. Key indicators reveal that the asset has reached a pivotal moment where a decision must be made.…",https://cryptocontrol.io/r/api/article/5f0cc5ab0b40f100190ef026?ref=5f0df53922ee0f001886f52c,Analysis
28,2020-07-13T19:50:55.000Z,"Bitcoin Difficulty Touches All-Time High, 120 Exahash of Hashpower Remains Strong",2582,"The network difficulty for the Bitcoin network spiked over 9.8% on Monday bringing the difficulty to its highest point ever. The record high of 17.35 trillion makes it much harder for bitcoin miners to profit. However, the overall Bitcoin network hashrate has remained consistently above the 120…",https://cryptocontrol.io/r/api/article/5f0cc5d80b40f100190ef030?ref=5f0df53922ee0f001886f52c,General
29,2020-07-13T20:07:07.000Z,China’s Digital Currency Trial Prompts G20 Nations to Think CBDCs,403,"The G20, an international forum formed by the governments and central banks of 19 nations and the European Union in September 1999, has revealed plans to integrate digital currencies into its operations. If all goes as planned, the G20 could roll out its CBDC project before the end of the year,…",https://cryptocontrol.io/r/api/article/5f0cd4a70b40f100190f49f7?ref=5f0df53922ee0f001886f52c,General
30,2020-07-13T20:01:31.000Z,Investing in Bitcoin might mean increased downside risk,452,"Bitcoin's dramatic fall in the month of March elated many who were critical of the king coin's store-of-value and safe-haven characteristics. In fact, a recent paper highlighted the same, while also s
",https://cryptocontrol.io/r/api/article/5f0cd3ef0b40f100190f4740?ref=5f0df53922ee0f001886f52c,General
31,2020-07-13T19:56:21.000Z,Researcher Hopes Cosmos-Style 'Checkpoint' Could Fix Ethereum's Data Problem - CoinDesk,949,"The “ReGenesis” proposal by Ethereum researcher Alexey Akhunov would “nuke” the state for certain nodes. It might just fix the network’s growing data issue.
",https://cryptocontrol.io/r/api/article/5f0cc5010b40f100190eefc5?ref=5f0df53922ee0f001886f52c,Blockchain
32,2020-07-13T19:53:00.000Z,Crypto Scams Reach New Heights in 2020 With $24M Stolen So Far,319,"Whale Alert alleges that crypto scams are skyrocketing in 2020 compared to statistics from 2017.
Blockchain tracking and analytics platform, Whale Alert, revealed that over the past four years, scammers have stolen over $38 million worth of Bitcoin ( BTC ).
New heights could be reached at the end of…",https://cryptocontrol.io/r/api/article/5f0cc5500b40f100190eeff0?ref=5f0df53922ee0f001886f52c,General
33,2020-07-13T19:35:08.000Z,Bancor Announces Enjin Coin (ENJ) as a Bancor V2 Launch Pool,456,"On-chain liquidity protocol Bancor today announced Enjin’s native digital token, the Enjin Coin (ENJ), as a Bancor V2 launch pool. Holding ENJ to Provide Liquidity and Earn Rewards Slated to release this month, Bancor V2 is the second major version of liquidity provider Bancor. In an announcement…",https://cryptocontrol.io/r/api/article/5f0cb9370b40f100190e9aa5?ref=5f0df53922ee0f001886f52c,Government
34,2020-07-13T19:15:36.000Z,Chainlink (LINK) Price Printed a Rally of Over 30% to Reach New All-Time...,377,"Where the leading digital asset Bitcoin is struggling for a bullish rally, the altcoin Chainlink has recorded an outshining performance in the span of the last twenty-four hours which led the coin to enroll itself in the list of top ten cryptocurrencies by market capitalization but only for a…",https://cryptocontrol.io/r/api/article/5f0cc4b00b40f100190eefaa?ref=5f0df53922ee0f001886f52c,Analysis
35,2020-07-13T19:22:51.000Z,Bitcoin Long Term Bullish Signal Confirms; Adoption is the Major...,448,"The market sentiments for Bitcoin seem bullish as the price is closed to $9,300. Prominent names and analysts have commented positively on the leading digital asset. Keith McCullough, the head of Hedgeye, said that Bitcoin is on the bullish trend and volatility is at a low position. He tweeted:…",https://cryptocontrol.io/r/api/article/5f0cc4a80b40f100190eef95?ref=5f0df53922ee0f001886f52c,General
36,2020-07-13T18:47:05.000Z,Number Of Bitcoin Whales Is Declining — And It Could Be A Bullish Indicator. Here’s Why,377,"As we know, Bitcoin has been trading sideways for practically the last three months now and continues being flat despite small spikes here and there. Now it’s important to look at other metrics besides technical analysis tools and indicators. Fundamental metrics play a huge role in the development…",https://cryptocontrol.io/r/api/article/5f0cac920b40f100190e3064?ref=5f0df53922ee0f001886f52c,Exchanges
37,2020-07-13T19:15:28.000Z,"Cryptocurrency News Roundup for July 13, 2020",495,"Bitcoin started the week relatively stable with the BTC/USD pair trading sideways in between $9,200 and $9,300. Furthermore, the alpha crypto ended the last week in the green following a four-week long losing streak, which was its worst performance on that front since last November. While there’s no…",https://cryptocontrol.io/r/api/article/5f0cbcdf0b40f100190ea655?ref=5f0df53922ee0f001886f52c,General
38,2020-07-13T19:08:59.000Z,Vulgar Crypto Index (Rhymes With 'Bitcoin') Hits All-Time High - CoinDesk,275,"A novel index of 50 low-capitalization cryptocurrencies made new all-time highs as it continues to outperform bitcoin.
",https://cryptocontrol.io/r/api/article/5f0cc50e0b40f100190eefcd?ref=5f0df53922ee0f001886f52c,General
39,2020-07-13T19:00:37.000Z,Ethereum long-term price analysis: 13 July,361,"Taking a leaf from the Bitcoin playbook, Ethereum, the largest altcoin in the market has been playing stable. Since the end of May, the latter has been trading sideways, going through Q2 2020 riding a
",https://cryptocontrol.io/r/api/article/5f0cb87d0b40f100190e8cc5?ref=5f0df53922ee0f001886f52c,Analysis
40,2020-07-13T19:10:17.000Z,Nigeria Welcomes Its First Bitcoin ATM Courtesy Of Blockstale,434,"Nigeria has gotten its first Bitcoin Automated Teller Machine (ATM), thanks to blockchain software and hardware development firm Blockstale. Daniel Adekunle, the CEO of Blockstale, explains that the purpose of the BATM is to make the exchange between Naira and Bitcoin easier. The new ATM, which is…",https://cryptocontrol.io/r/api/article/5f0cc0a70b40f100190ecd6e?ref=5f0df53922ee0f001886f52c,General
41,2020-07-13T19:00:15.000Z,Crypto industry still wants a 2020 Ethereum 2.0 launch despite skepticism,734,"A big story in the crypto industry over recent days has been the roll-out of Ethereum 2 (a.k.a.
",https://cryptocontrol.io/r/api/article/5f0cb8b60b40f100190e9a81?ref=5f0df53922ee0f001886f52c,Mining
42,2020-07-13T18:59:13.000Z,"700,000 hotels to accept bitcoin as Expedia and Travala become partners",146,"Travala, an online travel booking platform, has partnered with Expedia, allowing users to pay with bitcoin and a number of altcoins. From now, Travala users can choose from more than 700,000 Expedia Group hotels and accommodations and pay with 30+ cryptocurrencies, including BTC and ETH. “Our aim is…",https://cryptocontrol.io/r/api/article/5f0cbfc80b40f100190ecd5e?ref=5f0df53922ee0f001886f52c,General
