,publishedAt,title,words,description,url,primaryCategory
24,2020-07-13T18:49:00.000Z,"Price Analysis 7/13: BTC, ETH, XRP, BCH, ADA, BSV, BNB, LTC, CRO, LINK",1585,"Equities markets are surging and many altcoins continue to push higher as Bitcoin price consolidates into a tight trading range.
The Nasdaq has regularly been making new highs for the past few days, which has resulted in a strong rally in a few technology companies. Along with this, a few stocks in…",https://cryptocontrol.io/r/api/article/5f0cc55f0b40f100190eeff1?ref=5d39bd47511bf20010ebd5ba,Analysis
25,2020-07-13T18:47:05.000Z,Number Of Bitcoin Whales Is Declining — And It Could Be A Bullish Indicator. Here’s Why,377,"As we know, Bitcoin has been trading sideways for practically the last three months now and continues being flat despite small spikes here and there. Now it’s important to look at other metrics besides technical analysis tools and indicators. Fundamental metrics play a huge role in the development…",https://cryptocontrol.io/r/api/article/5f0cac920b40f100190e3064?ref=5d39bd47511bf20010ebd5ba,Exchanges
26,2020-07-13T18:38:42.000Z,Binance Says its Stablecoin Purchase Volume Hits $1 Billion,406,"Binance’s USD stablecoin, BUSD, has surpassed $1 billion in purchase volume, chipping away at a segment in the cryptocurrency market that still dominated by Tether’s TUSD",https://cryptocontrol.io/r/api/article/5f0cb9130b40f100190e9a9d?ref=5d39bd47511bf20010ebd5ba,Exchanges
27,2020-07-13T18:38:03.000Z,Has Ethereum Defi-ance Checkmated SEC?,1835,"The curtailment of freedoms in the United States over the past two decades through revolving doors corruption has been made clear once more to this space by the Securities and...
",https://cryptocontrol.io/r/api/article/5f0cab130b40f100190e274c?ref=5d39bd47511bf20010ebd5ba,General
28,2020-07-13T18:37:36.000Z,Google Searches for Chainlink Hits High as Link Token Rallies - CoinDesk,647,"Have you googled Chainlink lately? You're far from the only one, according to new data.",https://cryptocontrol.io/r/api/article/5f0cc5210b40f100190eefdd?ref=5d39bd47511bf20010ebd5ba,ICO
29,2020-07-13T18:34:34.000Z,"Zcash Surges 25%, Get Ready for a Nosedive",728,"After making 25% gains this past week, Zcash could suffer a nosedive when bullish social media chatter around the project subsides. Zcash Holders Grow Optimistic Zcash has been on a...
",https://cryptocontrol.io/r/api/article/5f0cbe6c0b40f100190ebd1d?ref=5d39bd47511bf20010ebd5ba,General
30,2020-07-13T18:30:21.000Z,The Bitcoin Dominance Rate Could Rally Before Dropping,229,"The Bitcoin Dominance Rate (BTCD) has been decreasing at an accelerated rate since the beginning of July. The decrease should continue until the rate reaches the closest support area at 62.5%. Current Support At the beginning of July, the BTCD broke down from a rising support line that had…",https://cryptocontrol.io/r/api/article/5f0cbce50b40f100190ea665?ref=5d39bd47511bf20010ebd5ba,Analysis
31,2020-07-13T18:21:57.000Z,Institutional crypto traders: Huobi explains what’s driving up interest,221,"Interest in cryptocurrency has relatively risen amongst the institutions. Many cryptocurrency trading platforms have recorded an increasing number of institutional crypto traders. With Huobi exchange gaining about 40 percent institutional trading on its Futures market, the exchange recently shared…",https://cryptocontrol.io/r/api/article/5f0cda390b40f100190f87a0?ref=5d39bd47511bf20010ebd5ba,General
32,2020-07-13T18:07:58.000Z,Start Creating Wealth Today With Bitcoin Circuit,623,"2020 has been an interesting year so far, to say the least. The impact of the coronavirus crisis has left most of the world economy in shambles. While many hard-working professionals such as yourself are still uncertain about the future of their careers, others are getting wealthier by the day. If…",https://cryptocontrol.io/r/api/article/5f0cbdd00b40f100190ebd04?ref=5d39bd47511bf20010ebd5ba,General
33,2020-07-13T18:00:45.000Z,XRP short-term price analysis: 13 July,415,"XRP, now the fourth largest altcoin in the market has not had the best few months. In the recently concluded Q2 2020, the altcoin saw a quarterly price gain of less than 2 percent, its market dominanc
",https://cryptocontrol.io/r/api/article/5f0cb8840b40f100190e8cdb?ref=5d39bd47511bf20010ebd5ba,Analysis
34,2020-07-13T18:00:10.000Z,"As Chainlink Surges 100% in 3 Weeks, Crypto Fund Explains Its LINK Position",450,"Chainlink is up by 100 percent in just three weeks, crossing Litecoin as the eighth-largest cryptocurrency by market cap on Monday. Buoyed by dApps, Oracles Several fundamental factors provide insights into how Chainlink returned 100 percent to investors in three weeks from June 20.  Widespread…",https://cryptocontrol.io/r/api/article/5f0cb93d0b40f100190e9ab9?ref=5d39bd47511bf20010ebd5ba,General
35,2020-07-13T17:56:04.000Z,Cardano and Tezos Face Stiff Resistance Ahead of Their Ascent,1081,"Cardano and Tezos posted impressive gains over the last few weeks, but stiff resistance could pose problems for their ascent. Cardano Might Hit a Wall One of the so-called “Ethereum...
",https://cryptocontrol.io/r/api/article/5f0ca3000b40f100190dd8ec?ref=5d39bd47511bf20010ebd5ba,General
36,2020-07-13T17:30:49.000Z,Bitcoin hashrate new ATH: Miners’ Death Spiral FUD debunked again,168,"Just when doomsayers are expecting Bitcoin hashrate to decrease significantly after its halving event that slashed block reward by 50 percent, miners are, in fact, increasing their activities, thereby increasing the network’s hashrate. Thanks to the newly-developed advanced Bitcoin mining equipment,…",https://cryptocontrol.io/r/api/article/5f0ca4530b40f100190de6ad?ref=5d39bd47511bf20010ebd5ba,General
37,2020-07-13T17:30:27.000Z,Deposition of Craig Wright’s Wife Shows Little Understanding of Bitcoin Private Keys,3120,"According to a court filing on June 30, the Kleiman v. Wright case has postponed the jury trial until October 13 in the Miami Division courthouse. Meanwhile, a deposition stemming from Craig Wright’s wife, Ramona Watts, shows that she has little understanding of how Bitcoin works after being married…",https://cryptocontrol.io/r/api/article/5f0caab50b40f100190e2736?ref=5d39bd47511bf20010ebd5ba,General
38,2020-07-13T17:16:53.000Z,XTZ Price Analysis: Bullish Scenario Reinforces Fresh ATH on XTZ/USD Beyond $3.0 Over Indications of New Altseason,477,"Massive Altcoin price spikes typically occur when Bitcoin remains stable. Tezos registered an outstanding bull run after the market implosion in March which saw its prices skyrocket. Within the present market day, the token of the smart contract increased from a low of $2.72 to an intraday high of…",https://cryptocontrol.io/r/api/article/5f0ca26a0b40f100190dd64e?ref=5d39bd47511bf20010ebd5ba,Analysis
39,2020-07-13T17:08:58.000Z,Will Tezos Be the Altcoin to Unseat Ethereum on the Crypto Market?,359,"Ever since its then-record $232 million ICO (initial coin offering) back in 2017, Tezos (XTZ) has earned a justifiable amount of buzz in the crypto world. But does the Swiss-US joint venture have legs? First off, it’s important to understand what makes Tezos stand out among the thousands of…",https://cryptocontrol.io/r/api/article/5f0caa8d0b40f100190e2711?ref=5d39bd47511bf20010ebd5ba,General
40,2020-07-13T17:00:06.000Z,What’s Driving Tezos (XTZ) Unstoppable Over 25% July Crypto Rally?,411,"It’s almost as if its Christmas in July for Tezos investors, who have watched their favorite altcoin crypto asset rise over 25% in less than 14 days. But what’s driving the seemingly unstoppable rally, and will it sustain? Altcoin Season Leads Crypto Investors To XTZ All across the crypto market,…",https://cryptocontrol.io/r/api/article/5f0caa940b40f100190e2726?ref=5d39bd47511bf20010ebd5ba,General
41,2020-07-13T17:00:05.000Z,"Bitcoin may not be a safe-haven, and that's okay",586,"Over the past decade, Bitcoin's evolution and perception can be best typified by a revolving door. From being conceptualized as a peer-to-peer electronic cash system, Bitcoin is today seen as a store
",https://cryptocontrol.io/r/api/article/5f0c9da90b40f100190daf40?ref=5d39bd47511bf20010ebd5ba,General
42,2020-07-13T17:00:00.000Z,Bitcoin Mining Difficulty Hits Record High of 17.3 Trillion,284,"Just two months after May’s Bitcoin halving event, both hash rate and difficulty have shrugged off post halving dips to hit new all-time highs.
Following last week’s record-high Bitcoin hash rate , the latest difficulty adjustment saw a change of +9.89%, bringing the level to a new all-time high of…",https://cryptocontrol.io/r/api/article/5f0caa400b40f100190e195d?ref=5d39bd47511bf20010ebd5ba,Mining
43,2020-07-13T16:43:48.000Z,Biggest Brazilian Exchange Mercado Bitcoin Adds Support for Sports Token Chiliz...,386,"The largest cryptocurrency exchange in Brazil Mercado Bitcoin has announced to list a sports token known as Chiliz (CHZ). According to the announcement made on July 13, 2020, by Chiliz the leading blockchain fintech provider for sports, it is the first listing of Chiliz’s CHZ token on this major…",https://cryptocontrol.io/r/api/article/5f0ca98d0b40f100190e1697?ref=5d39bd47511bf20010ebd5ba,Exchanges
44,2020-07-13T16:35:19.000Z,Blockchain Bites: It's Never Been Harder to Mine Bitcoin - CoinDesk,1305,"Bitcoin's mining difficulty is at a record high, Singapore's CBDC may find commercial use and Chinese companies are going in on Filecoin.
",https://cryptocontrol.io/r/api/article/5f0caa120b40f100190e1948?ref=5d39bd47511bf20010ebd5ba,General
45,2020-07-13T16:32:00.000Z,"Fiat Failures, Inflation to Fuel 'Fear-Driven' Bitcoin Rally - Crypto Insiders",556,"Fiat failures and widespread inflation stemming from skyrocketing public debt could pave the way for bitcoin (BTC) to enter the mainstream in the next one to two years, say prominent crypto industry players. Speaking in a recent panel at Real Vision’s The Crypto Gathering event, Nic Carter, a…",https://cryptocontrol.io/r/api/article/5f0ca6010b40f100190dfd60?ref=5d39bd47511bf20010ebd5ba,Analysis
46,2020-07-13T16:31:05.000Z,Stellar Lumens (XLM) Engineering to bring solution to Ethereum Developers,447,"Catch up on the latest crypto market news at The Currency Analytics.
Stellar Engineering Talks recently discussed Turing Signing Servers.  Tyler Van Der Hoeven, the SDF Ecosystem Evangelist spoke about the exciting…
",https://cryptocontrol.io/r/api/article/5f0ca5d20b40f100190dfd57?ref=5d39bd47511bf20010ebd5ba,Blockchain
47,2020-07-13T16:30:22.000Z,"Ripple price spikes, will buyers clear $0.25?",367,"The Ripple price is–after days and weeks of consolidation, one of the top performers gauged by last week’s activity. Adding a ballpark 12 percent against both USD and BTC, momentum appears to be shifting. Pumping buyers’ expectations are supportive news released throughout last week. One Pay FX…",https://cryptocontrol.io/r/api/article/5f0ca4590b40f100190de6bd?ref=5d39bd47511bf20010ebd5ba,Analysis
